episode_return,episode_length,agent_returns,total_rewards,terminated,truncated,policy_name,algorithm,run_idx,run_seed,model_path,noise_std
0.4207163155078888,200,"[0.023612668737769127, -3.689754521474242e-05, 0.39717742800712585, -3.689754521474242e-05]","[0.0, -1.0, 0.0, -1.0]",False,True,llm,llm_policy,0,1,/home/dongmingwang/project/Expert_RL/lbf_llm/lbf_small.pt,0.1
0.2501227259635925,200,"[-5.534631782211363e-05, -5.534631782211363e-05, 0.2502887547016144, -5.534631782211363e-05]","[-1.5, -1.5, -0.5, -1.5]",False,True,llm,llm_policy,1,2,/home/dongmingwang/project/Expert_RL/lbf_llm/lbf_small.pt,0.1
0.3969756662845611,200,"[-3.689754521474242e-05, -3.689754521474242e-05, 0.34052473306655884, 0.05652472749352455]","[-1.0, -1.0, 0.0, 0.0]",False,True,llm,llm_policy,2,3,/home/dongmingwang/project/Expert_RL/lbf_llm/lbf_small.pt,0.1
0.1943612545728683,200,"[0.0007051032735034823, -1.844877260737121e-05, 0.19369304180145264, -1.844877260737121e-05]","[1.5, -0.5, 0.5, -0.5]",False,True,llm,llm_policy,3,4,/home/dongmingwang/project/Expert_RL/lbf_llm/lbf_small.pt,0.1
0.7768970727920532,200,"[0.35883209109306335, -1.844877260737121e-05, 0.41810187697410583, -1.844877260737121e-05]","[1.5, -0.5, 0.5, -0.5]",False,True,llm,llm_policy,4,5,/home/dongmingwang/project/Expert_RL/lbf_llm/lbf_small.pt,0.1
0.0807733386754989,200,"[0.08093936741352081, -5.534631782211363e-05, -5.534631782211363e-05, -5.534631782211363e-05]","[-0.5, -1.5, -1.5, -1.5]",False,True,llm,llm_policy,5,6,/home/dongmingwang/project/Expert_RL/lbf_llm/lbf_small.pt,0.1
0.4657816886901855,200,"[0.14235883951187134, -3.689754521474242e-05, 0.32349663972854614, -3.689754521474242e-05]","[0.0, -1.0, 0.0, -1.0]",False,True,llm,llm_policy,6,7,/home/dongmingwang/project/Expert_RL/lbf_llm/lbf_small.pt,0.1
0.2266876548528671,200,"[0.07690808176994324, -3.689754521474242e-05, 0.14985336363315582, -3.689754521474242e-05]","[0.0, -1.0, 0.0, -1.0]",False,True,llm,llm_policy,7,8,/home/dongmingwang/project/Expert_RL/lbf_llm/lbf_small.pt,0.1
0.3582645654678345,200,"[-5.534631782211363e-05, -5.534631782211363e-05, 0.3584305942058563, -5.534631782211363e-05]","[-1.5, -1.5, -0.5, -1.5]",False,True,llm,llm_policy,8,9,/home/dongmingwang/project/Expert_RL/lbf_llm/lbf_small.pt,0.1
0.4949177205562591,200,"[0.07690808176994324, -3.689754521474242e-05, 0.41808342933654785, -3.689754521474242e-05]","[0.0, -1.0, 0.0, -1.0]",False,True,llm,llm_policy,9,10,/home/dongmingwang/project/Expert_RL/lbf_llm/lbf_small.pt,0.1
-0.0002951803617179,200,"[-7.379509042948484e-05, -7.379509042948484e-05, -7.379509042948484e-05, -7.379509042948484e-05]","[-2.0, -2.0, -2.0, -2.0]",False,True,llm,llm_policy,10,11,/home/dongmingwang/project/Expert_RL/lbf_llm/lbf_small.pt,0.1
0.2110280841588974,200,"[0.007231959141790867, -3.689754521474242e-05, 0.20386992394924164, -3.689754521474242e-05]","[0.0, -1.0, 0.0, -1.0]",False,True,llm,llm_policy,11,12,/home/dongmingwang/project/Expert_RL/lbf_llm/lbf_small.pt,0.1
0.417898952960968,200,"[-5.534631782211363e-05, -5.534631782211363e-05, 0.41806498169898987, -5.534631782211363e-05]","[-1.5, -1.5, -0.5, -1.5]",False,True,llm,llm_policy,12,13,/home/dongmingwang/project/Expert_RL/lbf_llm/lbf_small.pt,0.1
-0.0002951803617179,200,"[-7.379509042948484e-05, -7.379509042948484e-05, -7.379509042948484e-05, -7.379509042948484e-05]","[-2.0, -2.0, -2.0, -2.0]",False,True,llm,llm_policy,13,14,/home/dongmingwang/project/Expert_RL/lbf_llm/lbf_small.pt,0.1
0.7172626256942749,200,"[0.35883209109306335, -1.844877260737121e-05, 0.3584674894809723, -1.844877260737121e-05]","[1.5, -0.5, 0.5, -0.5]",False,True,llm,llm_policy,14,15,/home/dongmingwang/project/Expert_RL/lbf_llm/lbf_small.pt,0.1
-0.0002951803617179,200,"[-7.379509042948484e-05, -7.379509042948484e-05, -7.379509042948484e-05, -7.379509042948484e-05]","[-2.0, -2.0, -2.0, -2.0]",False,True,llm,llm_policy,15,16,/home/dongmingwang/project/Expert_RL/lbf_llm/lbf_small.pt,0.1
0.5432894229888916,200,"[0.16604648530483246, -3.689754521474242e-05, 0.3773167133331299, -3.689754521474242e-05]","[0.0, -1.0, 0.0, -1.0]",False,True,llm,llm_policy,16,17,/home/dongmingwang/project/Expert_RL/lbf_llm/lbf_small.pt,0.1
0.37713223695755,200,"[-5.534631782211363e-05, -5.534631782211363e-05, 0.3772982656955719, -5.534631782211363e-05]","[-1.5, -1.5, -0.5, -1.5]",False,True,llm,llm_policy,17,18,/home/dongmingwang/project/Expert_RL/lbf_llm/lbf_small.pt,0.1
-0.0002951803617179,200,"[-7.379509042948484e-05, -7.379509042948484e-05, -7.379509042948484e-05, -7.379509042948484e-05]","[-2.0, -2.0, -2.0, -2.0]",False,True,llm,llm_policy,18,19,/home/dongmingwang/project/Expert_RL/lbf_llm/lbf_small.pt,0.1
